employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,3/10/12,"$512,465.55 ",298485,90057,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,9/15/12,"$721,631.58 ",264453,71498,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,6/6/12,"$237,751.69 ",738285,57774,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,1/5/12,"$473,900.46 ",886621,84290,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,10/17/12,"$389,711.34 ",410331,55808,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,7/5/12,"$359,462.93 ",632175,61280,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,3/19/12,"$360,222.34 ",237303,27375,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,12/24/12,"$373,588.81 ",100303,91385,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,3/13/12,"$296,636.30 ",118820,31277,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Baboon Glass,5/6/12,"$256,375.78 ",764614,57857,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,11/1/12,"$535,299.37 ",788003,46027,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,9/16/12,"$651,754.75 ",648627,37306,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,7/16/12,"$510,164.79 ",841618,40267,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,11/10/12,"$353,260.28 ",253139,33638,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,5/23/12,"$379,729.30 ",911664,30681,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,11/13/12,"$736,019.59 ",390517,38293,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,1/16/12,"$641,468.27 ",100379,76117,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,3/2/12,"$195,919.84 ",825868,70186,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,11/26/12,"$237,546.38 ",285362,81758,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,12/19/12,"$553,129.35 ",125496,22654,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,11/23/12,"$572,199.88 ",689895,52921,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,2/17/12,"$471,909.30 ",918471,37587,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,6/2/12,"$936,053.18 ",389267,50910,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,2/2/12,"$120,984.50 ",789324,85750,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,5/9/12,"$704,281.45 ",570299,18869,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,2/18/12,"$838,462.95 ",899641,57237,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,3/17/12,"$309,830.64 ",338042,42514,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,8/26/12,"$816,814.01 ",113707,22539,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,4/11/12,"$445,473.07 ",595654,88817,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,4/3/12,"$135,762.01 ",622831,19472,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,9/20/12,"$850,258.47 ",918896,41850,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,1/14/12,"$851,864.66 ",376682,82745,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,5/23/12,"$793,168.43 ",444819,44495,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,4/9/12,"$127,896.42 ",300104,35950,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,12/29/12,"$757,852.82 ",153176,42267,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,4/30/12,"$816,516.63 ",900062,39262,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,12/28/12,"$713,982.92 ",728286,18893,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,6/11/12,"$225,045.06 ",212822,57481,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,8/31/12,"$392,748.10 ",867872,46868,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,10/30/12,"$138,319.31 ",374073,43978,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,8/6/12,"$561,309.00 ",418607,23429,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,11/1/12,"$798,001.29 ",580685,86906,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,5/20/12,"$121,818.16 ",573500,35217,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/11/12,"$554,329.29 ",942244,91404,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,11/24/12,"$531,130.96 ",869372,59568,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,9/16/12,"$534,343.51 ",241469,46903,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,2/16/12,"$643,028.67 ",878484,17666,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,2/10/12,"$323,478.98 ",411698,36833,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,7/27/12,"$917,808.88 ",412186,77907,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,11/30/12,"$509,777.65 ",222454,82777,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Baboon Glass,3/4/12,"$575,142.46 ",142256,83144,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Gorilla Glass,11/21/12,"$386,329.74 ",409006,90125,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Chimp Glass,8/11/12,"$893,542.60 ",552812,43462,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/27/12,"$980,072.86 ",210371,39814,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,12/26/12,"$691,873.15 ",413860,61553,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,6/8/12,"$106,391.28 ",365992,69397,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,5/4/12,"$837,996.51 ",156466,63424,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,2/19/12,"$223,256.27 ",844934,91892,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,11/26/12,"$255,400.91 ",398582,34519,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,3/7/12,"$704,491.16 ",714911,18152,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,8/16/12,"$720,481.48 ",534111,32422,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,5/18/12,"$708,275.26 ",577413,54602,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,8/23/12,"$221,356.07 ",882523,39157,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,1/5/12,"$251,537.07 ",137704,18962,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,6/13/12,"$356,896.59 ",911594,73654,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,9/12/12,"$526,541.36 ",680665,73567,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,10/14/12,"$777,595.77 ",685209,31946,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,8/28/12,"$580,290.38 ",894610,69581,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,3/30/12,"$172,220.24 ",872115,37832,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,9/5/12,"$819,885.90 ",690180,72757,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,12/8/12,"$846,596.45 ",748130,64677,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,9/23/12,"$361,286.77 ",343800,64620,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,4/14/12,"$301,886.81 ",261446,46281,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Gorilla Glass,1/28/12,"$658,141.43 ",248227,21155,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,12/25/12,"$833,078.41 ",791909,19181,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,3/3/12,"$498,343.29 ",550861,30273,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,2/1/12,"$101,189.09 ",521886,45105,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,2/8/12,"$849,169.68 ",473202,88645,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,3/25/12,"$638,533.11 ",153273,76323,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,7/14/12,"$519,392.73 ",154804,45307,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,6/26/12,"$397,751.84 ",566592,25042,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,11/6/12,"$433,390.49 ",684766,19417,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,11/24/12,"$327,473.83 ",263708,41258,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,9/26/12,"$336,974.35 ",426644,51024,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,6/15/12,"$185,059.02 ",938217,48142,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,7/23/12,"$770,231.19 ",276854,35268,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,9/13/12,"$417,456.22 ",468211,35076,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,12/13/12,"$572,218.56 ",960112,47591,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,12/15/12,"$619,994.07 ",336514,51802,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,6/27/12,"$647,191.71 ",917100,50346,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,5/11/12,"$138,918.44 ",830754,29018,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,12/29/12,"$784,039.85 ",359531,68074,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,4/7/12,"$319,872.93 ",928119,58935,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,1/29/12,"$299,652.15 ",213622,78727,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,10/7/12,"$316,799.65 ",815903,68536,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,4/25/12,"$605,093.58 ",663925,59172,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,1/25/12,"$706,789.23 ",974477,27046,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,7/8/12,"$119,770.08 ",133259,63999,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,11/17/12,"$142,308.37 ",839292,24354,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,6/24/12,"$963,570.45 ",504873,44228,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,7/21/12,"$577,824.86 ",673495,46161,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,9/25/12,"$219,588.62 ",570829,82047,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,9/7/12,"$339,775.69 ",555986,23888,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,1/8/12,"$691,645.31 ",825270,72092,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,9/20/12,"$101,978.86 ",337706,29157,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,6/9/12,"$223,425.83 ",523779,91445,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,9/5/12,"$679,972.25 ",213451,16619,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,11/10/12,"$315,871.89 ",661298,47531,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,1/16/12,"$406,250.70 ",877094,64327,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,1/10/12,"$409,030.24 ",133648,28573,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,10/6/12,"$230,001.54 ",270319,41738,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,8/2/12,"$290,779.19 ",429806,86159,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,8/4/12,"$118,486.77 ",549906,39925,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,3/11/12,"$212,506.48 ",626809,83146,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,3/23/12,"$537,653.41 ",414253,89026,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,1/13/12,"$293,055.06 ",213229,37113,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,5/26/12,"$627,067.40 ",678290,77179,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,10/3/12,"$703,053.88 ",338508,19098,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/15/12,"$213,735.48 ",681199,90139,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,1/17/12,"$907,521.82 ",339371,21768,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,2/15/12,"$653,322.74 ",770724,39472,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,11/1/12,"$486,962.95 ",884318,84530,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,8/27/12,"$949,755.49 ",333415,85321,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,7/17/12,"$433,250.11 ",225245,42568,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,8/10/12,"$958,548.00 ",472282,49655,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,4/17/12,"$170,667.72 ",139111,58764,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,5/21/12,"$662,810.37 ",323887,86408,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,6/21/12,"$728,256.51 ",740997,17010,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,12/31/12,"$747,281.88 ",505617,58697,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,6/30/12,"$149,896.53 ",368436,18019,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,1/10/12,"$485,849.19 ",110997,67188,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,7/15/12,"$361,362.31 ",592410,24464,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,11/9/12,"$712,333.11 ",385680,77541,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,12/18/12,"$692,050.13 ",984401,38601,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,4/1/12,"$589,831.30 ",120299,44571,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,8/27/12,"$498,041.38 ",669368,86889,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,6/21/12,"$584,706.65 ",701074,79169,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,11/19/12,"$939,674.04 ",207592,87492,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/14/12,"$469,610.76 ",963080,72136,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,9/16/12,"$676,755.97 ",496109,21802,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,4/27/12,"$995,328.69 ",915994,83488,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,10/26/12,"$205,930.53 ",413481,57696,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,9/30/12,"$686,422.65 ",572705,56559,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,1/21/12,"$352,357.52 ",942759,53641,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,5/20/12,"$467,574.48 ",785795,70398,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,10/5/12,"$937,306.44 ",777239,20102,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,3/5/12,"$501,139.82 ",435448,32097,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,7/20/12,"$548,844.77 ",453517,82591,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,7/12/12,"$507,808.85 ",600674,54317,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,3/5/12,"$313,140.99 ",657863,36776,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,11/9/12,"$208,230.49 ",866636,70752,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,12/19/12,"$746,271.89 ",471234,27967,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,11/12/12,"$667,577.96 ",116266,57086,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,4/25/12,"$663,037.78 ",957547,19093,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,12/23/12,"$222,874.38 ",504086,38164,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,10/26/12,"$630,447.13 ",300009,58547,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,6/24/12,"$775,232.41 ",531169,85660,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,3/18/12,"$857,065.66 ",989953,27313,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,10/4/12,"$487,401.93 ",455279,36704,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,3/28/12,"$622,801.22 ",649205,69292,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,2/20/12,"$677,932.13 ",786750,64698,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,4/26/12,"$413,542.36 ",764080,74809,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,11/4/12,"$514,112.74 ",736308,75537,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,8/13/12,"$407,127.38 ",235169,50353,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,2/22/12,"$538,299.90 ",560242,27624,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Gorilla Glass,7/5/12,"$876,355.05 ",485361,68772,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,9/11/12,"$967,055.81 ",427620,22673,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,11/24/12,"$431,976.88 ",780956,32014,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,2/17/12,"$127,067.36 ",669938,36693,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,4/2/12,"$182,911.53 ",180811,19355,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,7/30/12,"$119,827.60 ",881799,83259,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,10/26/12,"$632,909.09 ",848111,69873,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,3/20/12,"$235,737.50 ",635925,35570,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,4/27/12,"$628,439.35 ",631704,73508,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,7/3/12,"$965,110.10 ",312528,67536,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,11/15/12,"$412,851.11 ",694915,35045,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,5/9/12,"$940,414.29 ",460536,88016,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,1/17/12,"$652,784.22 ",550956,86886,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,3/12/12,"$213,972.36 ",925540,81611,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,12/1/12,"$811,512.97 ",795949,65693,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,7/22/12,"$728,973.93 ",385400,32026,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,8/2/12,"$882,054.56 ",924554,85595,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,5/6/12,"$281,168.97 ",706505,53766,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,9/11/12,"$826,727.95 ",717476,87577,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,7/8/12,"$656,464.64 ",662918,89412,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,2/26/12,"$519,792.31 ",963267,38318,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,3/31/12,"$190,973.50 ",519708,22950,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,11/3/12,"$404,698.89 ",582152,72528,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,6/3/12,"$897,164.75 ",596154,58330,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,12/8/12,"$143,189.60 ",611112,89657,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,3/1/12,"$607,429.59 ",312936,49952,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,2/23/12,"$773,810.73 ",633380,62129,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,11/17/12,"$451,324.49 ",231167,88499,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,12/12/12,"$671,795.08 ",240103,34845,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,6/17/12,"$664,102.99 ",592517,73569,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,6/17/12,"$249,198.25 ",382890,24222,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,11/15/12,"$732,844.75 ",291620,31633,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,11/3/12,"$724,814.34 ",577583,91980,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,3/6/12,"$666,326.59 ",530913,22026,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,4/19/12,"$445,998.45 ",197205,60499,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,3/1/12,"$448,906.01 ",952036,69417,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,12/13/12,"$905,207.70 ",853343,49648,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,10/23/12,"$248,464.67 ",506174,58230,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,5/17/12,"$785,962.71 ",219459,70000,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/26/12,"$106,082.26 ",564750,70733,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,9/7/12,"$505,573.71 ",234973,85643,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,2/7/12,"$160,801.32 ",610257,30649,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,11/30/12,"$675,651.39 ",518971,50323,Monthly
